Topic,Characteristics,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
Language used most often at work,    French and non-official language,,0,,0,,0,,7830,,3595,,4235,
Language used most often at work,    English; French and non-official language,,0,,10,,0,,15475,,7565,,7915,
Other language used regularly at work,Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1; 2015 - 25% sample data,179,8560,,4440,,4120,,19956250,,10342970,,9613290,
Other language used regularly at work,  None,,7955,,4140,,3815,,17456725,,9056235,,8400490,
Other language used regularly at work,  English,,85,,40,,50,,1259225,,661460,,597765,
Other language used regularly at work,  French,,265,,135,,130,,705780,,349035,,356745,
Other language used regularly at work,  Non-official language,,250,,125,,125,,496565,,257455,,239105,
Other language used regularly at work,    Aboriginal,,0,,0,,0,,37615,,17215,,20400,
Other language used regularly at work,    Non-Aboriginal,,250,,125,,120,,458945,,240245,,218710,
Other language used regularly at work,  English and French,,0,,0,,0,,2535,,1200,,1335,
Other language used regularly at work,  English and non-official language,,0,,0,,0,,18040,,8765,,9280,
Other language used regularly at work,  French and non-official language,,10,,0,,10,,17265,,8730,,8540,
Other language used regularly at work,  English; French and non-official language,,0,,0,,0,,115,,90,,30,
Mobility status - Place of residence 1 year ago,Total - Mobility status 1 year ago - 25% sample data,180,15060,,7080,,7980,,34091785,,16783745,,17308035,
Mobility status - Place of residence 1 year ago,  Non-movers,,13240,,6190,,7055,,29644795,,14593190,,15051605,
Mobility status - Place of residence 1 year ago,  Movers,,1820,,890,,925,,4446990,,2190555,,2256435,
Mobility status - Place of residence 1 year ago,    Non-migrants,,1335,,625,,705,,2623515,,1292750,,1330760,
Mobility status - Place of residence 1 year ago,    Migrants,,485,,265,,215,,1823475,,897805,,925670,
Mobility status - Place of residence 1 year ago,      Internal migrants,,270,,160,,110,,1451005,,713060,,737945,
Mobility status - Place of residence 1 year ago,        Intraprovincial migrants,,195,,110,,85,,1189525,,580895,,608630,
Mobility status - Place of residence 1 year ago,        Interprovincial migrants,,70,,45,,20,,261475,,132160,,129315,
Mobility status - Place of residence 1 year ago,      External migrants,,215,,110,,110,,372475,,184745,,187730,
Mobility status - Place of residence 5 years ago,Total - Mobility status 5 years ago - 25% sample data,181,14530,,6810,,7720,,32568560,,16004315,,16564245,
Mobility status - Place of residence 5 years ago,  Non-movers,,9080,,4220,,4855,,20134760,,9902645,,10232115,
Mobility status - Place of residence 5 years ago,  Movers,,5450,,2585,,2860,,12433805,,6101675,,6332130,
Mobility status - Place of residence 5 years ago,    Non-migrants,,3990,,1935,,2055,,6755630,,3314730,,3440905,
Mobility status - Place of residence 5 years ago,    Migrants,,1460,,655,,810,,5678175,,2786945,,2891230,
Mobility status - Place of residence 5 years ago,      Internal migrants,,820,,390,,430,,4296720,,2104325,,2192395,
Mobility status - Place of residence 5 years ago,        Intraprovincial migrants,,660,,330,,335,,3467670,,1689950,,1777720,
Mobility status - Place of residence 5 years ago,        Interprovincial migrants,,160,,65,,100,,829045,,414375,,414670,
Mobility status - Place of residence 5 years ago,      External migrants,,640,,260,,380,,1381460,,682625,,698835,
,,,,,,,,,,,,,,
Symbols:,,,,,,,,,,,,,,
...,not applicable,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1, 2016 and 2011 population,,,,,,,,,,,,,
,Statistics Canada is committed to protect the privacy of all Canadians and the confidentiality of the data they provide to us. As part of this commitment  some population counts of geographic areas are adjusted in order to ensure confidentiality.,,,,,,,,,,,,,
,The adjustment to counts of the total population for any dissemination block is controlled to ensure that the population counts for dissemination areas will always be within 5 of the actual values. The adjustment has no impact on the population counts of census divisions and large census subdivisions.,,,,,,,,,,,,,
2, Total private dwellings,,,,,,,,,,,,,
,'Private dwelling' refers to a separate set of living quarters with a private entrance either from outside the building or from a common hall  lobby  vestibule or stairway inside the building. The entrance to the dwelling must be one that can be used without passing through the living quarters of some other person or group of persons.,,,,,,,,,,,,,
,For more information  refer to the Census Dictionary: Private dwelling.,,,,,,,,,,,,,
3, Private dwellings occupied by usual residents,,,,,,,,,,,,,
,'Private dwelling occupied by usual residents' refers to a private dwelling in which a person or a group of persons is permanently residing. Also included are private dwellings whose usual residents are temporarily absent on May 10  2016.,,,,,,,,,,,,,
4, Total - Age groups and average age of the population - 100% data,,,,,,,,,,,,,
,For data on the population by single years of age  refer to the table titled 'Age (in single years) and average age' in the census data tables.,,,,,,,,,,,,,
5, Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,,,,,,,,
,'Structural type' refers to the structural characteristics and/or dwelling configuration  that is  whether the dwelling is a single-detached house  an apartment in a high-rise building  a row house  a mobile home  etc.,,,,,,,,,,,,,
6, Other attached dwelling,,,,,,,,,,,,,
,The category 'Other attached-dwelling' is a subtotal of the following categories: semi-detached house  row house  apartment or flat in a duplex  apartment in a building that has fewer than five storeys and other single-attached house.,,,,,,,,,,,,,
7, Movable dwelling,,,,,,,,,,,,,
,The category 'Movable dwelling' includes mobile homes and other movable dwellings such as houseboats  recreational vehicles and railroad cars.,,,,,,,,,,,,,
8, Total - Private households by household size - 100% data,,,,,,,,,,,,,
,Household size refers to the number of persons in a private household.,,,,,,,,,,,,,
9, Total - Population aged 15 years and over by marital status - 100% data,,,,,,,,,,,,,
,For more information  refer to the Census Dictionary: Marital status.,,,,,,,,,,,,,
10, Total - Census families in private households by family size - 100% data,,,,,,,,,,,,,
,Census family is defined as a married couple (with or without children of either and/or both spouses)  a common-law couple (with or without children of either and/or both partners) or a lone parent of any marital status  with at least one child living in the same dwelling. For more information  refer to the Census Dictionary: Census family structure.,,,,,,,,,,,,,
11, Total number of census families in private households - 100% data,,,,,,,,,,,,,
,'Census family structure' refers to the combination of relatives that comprise a census family. Classification on this variable considers the presence or absence of: married spouses or common-law partners and children.,,,,,,,,,,,,,
12, Total - Private households by household type - 100% data,,,,,,,,,,,,,
,For more information  refer to the Census Dictionary: Household type.,,,,,,,,,,,,,
13, One-census-family households - Without children in a census family,,,,,,,,,,,,,
,The household includes a single couple (without children). Other persons related or unrelated to the couple may also be present.,,,,,,,,,,,,,
14, One-census-family households - With children in a census family,,,,,,,,,,,,,
,The household includes either a couple with children or a lone parent and his or her children. Other persons related or unrelated to the census family may also be present.,,,,,,,,,,,,,
15, Total - Knowledge of official languages for the total population excluding institutional residents - 100% data,,,,,,,,,,,,,
,Knowledge of official languages refers to whether the person can conduct a conversation in English only  French only  in both languages or in neither language. For a child who has not yet learned to speak  this includes languages that the child is learning to speak at home.,,,,,,,,,,,,,
,For more information on language variables  including information on their classifications  the questions from which they are derived  data quality and their comparability with other sources of data  please refer to the Languages Reference Guide  Census of Population  2016.,,,,,,,,,,,,,
,Total population excluding institutional residents refers to the total population excluding persons who live in institutional collective dwellings.,,,,,,,,,,,,,
16, Total - First official language spoken for the total population excluding institutional residents - 100% data,,,,,,,,,,,,,
,First official language spoken is specified within the framework of the Official Languages Act. It refers to the first official language (i.e.  English or French) spoken by the person.,,,,,,,,,,,,,
,For more information on language variables  including information on their classifications  the questions from which they are derived  data quality and their comparability with other sources of data  please refer to the Languages Reference Guide  Census of Population  2016.,,,,,,,,,,,,,
,Total population excluding institutional residents refers to the total population excluding persons who live in institutional collective dwellings.,,,,,,,,,,,,,
17, Official language minority,,,,,,,,,,,,,
,The official language minority population of Quebec includes all individuals with English as a first official language spoken and half of those with both English and French. The official language minority population of the country overall and of every province and territory other than Quebec includes individuals with French as a first official language spoken and half of those with both English and French.,,,,,,,,,,,,,
18, Total - Mother tongue for the total population excluding institutional residents - 100% data,,,,,,,,,,,,,
,Mother tongue refers to the first language learned at home in childhood and still understood by the person at the time the data was collected. If the person no longer understands the first language learned  the mother tongue is the second language learned. For a person who learned two languages at the same time in early childhood  the mother tongue is the language this person spoke most often at home before starting school. The person has two mother tongues only if the two languages were used equally often and are still understood by the person. For a child who has not yet learned to speak  the mother tongue is the language spoken most often to this child at home. The child has two mother tongues only if both languages are spoken equally often so that the child learns both languages at the same time.,,,,,,,,,,,,,
,For more information on language variables  including information on their classifications  the questions from which they are derived  data quality and their comparability with other sources of data  please refer to the Languages Reference Guide  Census of Population  2016.,,,,,,,,,,,,,
,Total population excluding institutional residents refers to the total population excluding persons who live in institutional collective dwellings.,,,,,,,,,,,,,
,n.i.e. = not included elsewhere,,,,,,,,,,,,,
,n.o.s. = not otherwise specified,,,,,,,,,,,,,
19, Total - Language spoken most often at home for the total population excluding institutional residents - 100% data,,,,,,,,,,,,,
,Language spoken most often at home refers to the language the person speaks most often at home at the time of data collection. A person can report more than one language as 'spoken most often at home' if the languages are spoken equally often.,,,,,,,,,,,,,
,For a person who lives alone  the language spoken most often at home is the language in which he or she feels most comfortable. For a child who has not yet learned to speak  this is the language spoken most often to the child at home. Where two languages are spoken to the child  the language spoken most often at home is the language spoken most often. If both languages are used equally often  then both languages are included here.,,,,,,,,,,,,,
,For more information on language variables  including information on their classifications  the questions from which they are derived  data quality and their comparability with other sources of data  please refer to the Languages Reference Guide  Census of Population  2016.,,,,,,,,,,,,,
,Total population excluding institutional residents refers to the total population excluding persons who live in institutional collective dwellings.,,,,,,,,,,,,,
,n.i.e. = not included elsewhere,,,,,,,,,,,,,
,n.o.s. = not otherwise specified,,,,,,,,,,,,,
20, Total - Other language(s) spoken regularly at home for the total population excluding institutional residents - 100% data,,,,,,,,,,,,,
,Other language(s) spoken regularly at home refers to the languages  if any  that the person speaks at home on a regular basis at the time of data collection  other than the language or languages he or she speaks most often at home.,,,,,,,,,,,,,
