Topic,Characteristics,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
Language used most often at work,        Haida,,,x,,x,,x,10,,0,,10,
Language used most often at work,        Inuit languages,,,x,,x,,x,8845,,4255,,4595,
Language used most often at work,          Inuinnaqtun (Inuvialuktun),,,x,,x,,x,35,,10,,25,
Language used most often at work,          Inuktitut,,,x,,x,,x,8800,,4240,,4555,
Language used most often at work,          Inuit languages; n.i.e.,,,x,,x,,x,15,,10,,10,
Language used most often at work,        Iroquoian languages,,,x,,x,,x,35,,10,,30,
Language used most often at work,          Cayuga,,,x,,x,,x,10,,0,,0,
Language used most often at work,          Mohawk,,,x,,x,,x,35,,10,,25,
Language used most often at work,          Oneida,,,x,,x,,x,0,,0,,0,
Language used most often at work,          Iroquoian languages; n.i.e.,,,x,,x,,x,0,,0,,0,
Language used most often at work,        Kutenai,,,x,,x,,x,0,,0,,0,
Language used most often at work,        Michif,,,x,,x,,x,10,,0,,0,
Language used most often at work,        Salish languages,,,x,,x,,x,110,,25,,85,
Language used most often at work,          Comox,,,x,,x,,x,0,,0,,0,
Language used most often at work,          Halkomelem,,,x,,x,,x,15,,10,,10,
Language used most often at work,          Lillooet,,,x,,x,,x,15,,10,,10,
Language used most often at work,          Okanagan,,,x,,x,,x,20,,10,,20,
Language used most often at work,          Shuswap (Secwepemctsin),,,x,,x,,x,35,,0,,30,
Language used most often at work,          Squamish,,,x,,x,,x,0,,0,,0,
Language used most often at work,          Straits,,,x,,x,,x,15,,0,,15,
Language used most often at work,          Thompson (Ntlakapamux),,,x,,x,,x,0,,0,,10,
Language used most often at work,          Salish languages; n.i.e.,,,x,,x,,x,10,,0,,0,
Language used most often at work,        Siouan languages,,,x,,x,,x,260,,155,,105,
Language used most often at work,          Dakota,,,x,,x,,x,20,,10,,10,
Language used most often at work,          Stoney,,,x,,x,,x,240,,145,,95,
Language used most often at work,          Siouan languages; n.i.e.,,,x,,x,,x,0,,0,,0,
Language used most often at work,        Tlingit,,,x,,x,,x,10,,10,,10,
Language used most often at work,        Tsimshian languages,,,x,,x,,x,25,,0,,20,
Language used most often at work,          Gitxsan (Gitksan),,,x,,x,,x,10,,10,,10,
Language used most often at work,          Nisga'a,,,x,,x,,x,10,,10,,0,
Language used most often at work,          Tsimshian,,,x,,x,,x,0,,0,,10,
Language used most often at work,        Wakashan languages,,,x,,x,,x,35,,15,,20,
Language used most often at work,          Haisla,,,x,,x,,x,0,,0,,0,
Language used most often at work,          Heiltsuk,,,x,,x,,x,0,,0,,0,
Language used most often at work,          Kwakiutl (Kwak'wala),,,x,,x,,x,15,,10,,10,
Language used most often at work,          Nuu-chah-nulth (Nootka),,,x,,x,,x,10,,10,,10,
Language used most often at work,          Wakashan languages; n.i.e.,,,x,,x,,x,0,,0,,0,
Language used most often at work,        Aboriginal languages; n.o.s.,,,x,,x,,x,30,,15,,15,
Language used most often at work,      Non-Aboriginal languages,,,x,,x,,x,250485,,132990,,117490,
Language used most often at work,        Afro-Asiatic languages,,,x,,x,,x,7380,,4530,,2850,
Language used most often at work,          Berber languages,,,x,,x,,x,35,,10,,30,
Language used most often at work,            Kabyle,,,x,,x,,x,20,,0,,20,
Language used most often at work,            Berber languages; n.i.e.,,,x,,x,,x,15,,10,,15,
Language used most often at work,          Cushitic languages,,,x,,x,,x,275,,105,,170,
Language used most often at work,            Bilen,,,x,,x,,x,10,,10,,10,
Language used most often at work,            Oromo,,,x,,x,,x,45,,25,,20,
Language used most often at work,            Somali,,,x,,x,,x,220,,80,,145,
Language used most often at work,            Cushitic languages; n.i.e.,,,x,,x,,x,0,,0,,0,
Language used most often at work,          Semitic languages,,,x,,x,,x,7065,,4420,,2650,
Language used most often at work,            Amharic,,,x,,x,,x,200,,95,,100,
Language used most often at work,            Arabic,,,x,,x,,x,5585,,3695,,1890,
Language used most often at work,            Assyrian Neo-Aramaic,,,x,,x,,x,205,,155,,55,
Language used most often at work,            Chaldean Neo-Aramaic,,,x,,x,,x,30,,20,,15,
Language used most often at work,            Harari,,,x,,x,,x,0,,0,,0,
Language used most often at work,            Hebrew,,,x,,x,,x,825,,335,,490,
Language used most often at work,            Maltese,,,x,,x,,x,25,,15,,10,
Language used most often at work,            Tigrigna,,,x,,x,,x,135,,70,,60,
Language used most often at work,            Semitic languages; n.i.e.,,,x,,x,,x,65,,35,,30,
Language used most often at work,          Afro-Asiatic languages; n.i.e.,,,x,,x,,x,10,,0,,10,
Language used most often at work,        Austro-Asiatic languages,,,x,,x,,x,8550,,3790,,4760,
Language used most often at work,          Khmer (Cambodian),,,x,,x,,x,475,,230,,245,
Language used most often at work,          Vietnamese,,,x,,x,,x,8070,,3560,,4510,
Language used most often at work,          Austro-Asiatic languages; n.i.e,,,x,,x,,x,0,,0,,0,
Language used most often at work,        Austronesian languages,,,x,,x,,x,3850,,1750,,2095,
Language used most often at work,          Bikol,,,x,,x,,x,0,,0,,0,
Language used most often at work,          Cebuano,,,x,,x,,x,75,,20,,55,
Language used most often at work,          Fijian,,,x,,x,,x,0,,0,,0,
Language used most often at work,          Hiligaynon,,,x,,x,,x,25,,0,,15,
Language used most often at work,          Ilocano,,,x,,x,,x,110,,50,,60,
Language used most often at work,          Malagasy,,,x,,x,,x,0,,0,,0,
Language used most often at work,          Malay,,,x,,x,,x,140,,75,,65,
Language used most often at work,          Pampangan (Kapampangan; Pampango),,,x,,x,,x,10,,0,,10,
Language used most often at work,          Pangasinan,,,x,,x,,x,0,,0,,0,
Language used most often at work,          Tagalog (Pilipino; Filipino),,,x,,x,,x,3450,,1580,,1875,
Language used most often at work,          Waray-Waray,,,x,,x,,x,0,,0,,0,
Language used most often at work,          Austronesian languages; n.i.e.,,,x,,x,,x,40,,25,,15,
Language used most often at work,        Creole languages,,,x,,x,,x,350,,125,,225,
Language used most often at work,          Haitian Creole,,,x,,x,,x,25,,10,,15,
Language used most often at work,          Creole; n.o.s.,,,x,,x,,x,315,,110,,200,
Language used most often at work,          Creole languages; n.i.e.,,,x,,x,,x,15,,0,,10,
Language used most often at work,        Dravidian languages,,,x,,x,,x,2225,,1060,,1165,
Language used most often at work,          Kannada,,,x,,x,,x,0,,0,,0,
Language used most often at work,          Malayalam,,,x,,x,,x,90,,50,,45,
Language used most often at work,          Tamil,,,x,,x,,x,2090,,1005,,1080,
Language used most often at work,          Telugu,,,x,,x,,x,45,,10,,35,
Language used most often at work,          Dravidian languages; n.i.e.,,,x,,x,,x,0,,0,,0,
Language used most often at work,        Hmong-Mien languages,,,x,,x,,x,10,,10,,0,
Language used most often at work,        Indo-European languages,,,x,,x,,x,85550,,47305,,38245,
Language used most often at work,          Albanian,,,x,,x,,x,350,,220,,125,
Language used most often at work,          Armenian,,,x,,x,,x,450,,220,,230,
Language used most often at work,          Balto-Slavic languages,,,x,,x,,x,10075,,4745,,5330,
Language used most often at work,            Baltic languages,,,x,,x,,x,95,,35,,60,
Language used most often at work,              Latvian,,,x,,x,,x,40,,10,,25,
Language used most often at work,              Lithuanian,,,x,,x,,x,60,,25,,30,
Language used most often at work,            Slavic languages,,,x,,x,,x,9980,,4710,,5270,
Language used most often at work,              Belarusan,,,x,,x,,x,0,,0,,0,
Language used most often at work,              Bosnian,,,x,,x,,x,155,,90,,65,
Language used most often at work,              Bulgarian,,,x,,x,,x,205,,110,,90,
Language used most often at work,              Croatian,,,x,,x,,x,220,,130,,95,
Language used most often at work,              Czech,,,x,,x,,x,70,,40,,30,
Language used most often at work,              Macedonian,,,x,,x,,x,95,,45,,55,
Language used most often at work,              Polish,,,x,,x,,x,2500,,1265,,1235,
Language used most often at work,              Russian,,,x,,x,,x,4850,,2135,,2720,
Language used most often at work,              Serbian,,,x,,x,,x,530,,320,,210,
Language used most often at work,              Serbo-Croatian,,,x,,x,,x,30,,25,,0,
Language used most often at work,              Slovak,,,x,,x,,x,100,,60,,40,
Language used most often at work,              Slovene (Slovenian),,,x,,x,,x,15,,0,,10,
Language used most often at work,              Ukrainian,,,x,,x,,x,1210,,485,,725,
Language used most often at work,              Slavic languages; n.i.e.,,,x,,x,,x,10,,10,,0,
Language used most often at work,          Celtic languages,,,x,,x,,x,25,,20,,10,
Language used most often at work,            Scottish Gaelic,,,x,,x,,x,15,,15,,0,
Language used most often at work,            Welsh,,,x,,x,,x,0,,0,,0,
Language used most often at work,            Celtic languages; n.i.e.,,,x,,x,,x,10,,10,,10,
Language used most often at work,          Germanic languages,,,x,,x,,x,13285,,7455,,5835,
Language used most often at work,            Afrikaans,,,x,,x,,x,85,,40,,40,
Language used most often at work,            Danish,,,x,,x,,x,90,,50,,35,
Language used most often at work,            Dutch,,,x,,x,,x,1165,,630,,540,
Language used most often at work,            Frisian,,,x,,x,,x,40,,25,,15,
Language used most often at work,            German,,,x,,x,,x,10065,,5715,,4345,
Language used most often at work,            Icelandic,,,x,,x,,x,0,,10,,0,
Language used most often at work,            Norwegian,,,x,,x,,x,65,,30,,40,
Language used most often at work,            Swedish,,,x,,x,,x,125,,55,,70,
Language used most often at work,            Vlaams (Flemish),,,x,,x,,x,35,,20,,15,
Language used most often at work,            Yiddish,,,x,,x,,x,895,,390,,505,
Language used most often at work,            Germanic languages; n.i.e.,,,x,,x,,x,720,,495,,225,
Language used most often at work,          Greek,,,x,,x,,x,1020,,545,,475,
Language used most often at work,          Indo-Iranian languages,,,x,,x,,x,37330,,21140,,16190,
Language used most often at work,            Indo-Aryan languages,,,x,,x,,x,32485,,18125,,14360,
Language used most often at work,              Bengali,,,x,,x,,x,530,,275,,245,
Language used most often at work,              Gujarati,,,x,,x,,x,880,,300,,585,
Language used most often at work,              Hindi,,,x,,x,,x,1405,,755,,650,
Language used most often at work,              Kashmiri,,,x,,x,,x,0,,0,,0,
