Topic,Characteristics,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
Language used most often at work,        Niger-Congo languages,,0,,0,,0,,235,,120,,115,
Language used most often at work,          Akan (Twi),,0,,0,,0,,25,,10,,20,
Language used most often at work,          Bamanankan,,0,,0,,0,,10,,0,,0,
Language used most often at work,          Edo,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Ewe,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Fulah (Pular; Pulaar; Fulfulde),,0,,0,,0,,0,,0,,0,
Language used most often at work,          Ga,,0,,0,,0,,10,,0,,0,
Language used most often at work,          Ganda,,0,,0,,0,,20,,10,,10,
Language used most often at work,          Igbo,,0,,0,,0,,10,,10,,0,
Language used most often at work,          Lingala,,0,,0,,0,,10,,0,,10,
Language used most often at work,          Rundi (Kirundi),,0,,0,,0,,0,,0,,0,
Language used most often at work,          Kinyarwanda (Rwanda),,0,,0,,0,,25,,0,,15,
Language used most often at work,          Shona,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Swahili,,0,,0,,0,,80,,50,,30,
Language used most often at work,          Wolof,,0,,0,,0,,10,,0,,10,
Language used most often at work,          Yoruba,,0,,0,,0,,15,,0,,15,
Language used most often at work,          Niger-Congo languages; n.i.e.,,0,,0,,0,,30,,20,,0,
Language used most often at work,        Nilo-Saharan languages,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Dinka,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Nilo-Saharan languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Sign languages,,0,,0,,0,,1920,,740,,1180,
Language used most often at work,          American Sign Language,,0,,0,,0,,1145,,340,,810,
Language used most often at work,          Quebec Sign Language,,0,,0,,0,,135,,15,,115,
Language used most often at work,          Sign languages; n.i.e,,0,,0,,0,,640,,390,,255,
Language used most often at work,        Sino-Tibetan languages,,15,,15,,0,,122880,,65030,,57850,
Language used most often at work,          Chinese languages,,15,,10,,0,,122610,,64880,,57730,
Language used most often at work,            Cantonese,,10,,10,,0,,58815,,30485,,28340,
Language used most often at work,            Hakka,,0,,0,,0,,70,,25,,45,
Language used most often at work,            Mandarin,,10,,0,,0,,60090,,32430,,27665,
Language used most often at work,            Min Dong,,0,,0,,0,,25,,15,,10,
Language used most often at work,            Min Nan (Chaochow; Teochow; Fukien; Taiwanese),,0,,0,,0,,565,,335,,225,
Language used most often at work,            Wu (Shanghainese),,0,,0,,0,,105,,65,,45,
Language used most often at work,            Chinese; n.o.s.,,0,,0,,0,,2930,,1530,,1405,
Language used most often at work,            Chinese languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Tibeto-Burman languages,,0,,0,,0,,270,,155,,115,
Language used most often at work,            Burmese,,0,,0,,0,,75,,35,,35,
Language used most often at work,            Karenic languages,,0,,0,,0,,135,,75,,55,
Language used most often at work,            Tibetan,,0,,0,,0,,50,,30,,20,
Language used most often at work,            Tibeto-Burman languages; n.i.e.,,0,,0,,0,,15,,10,,10,
Language used most often at work,        Tai-Kadai languages,,0,,0,,0,,675,,270,,405,
Language used most often at work,          Lao,,0,,0,,0,,150,,70,,80,
Language used most often at work,          Thai,,0,,0,,0,,525,,205,,325,
Language used most often at work,          Tai-Kadai languages; n.i.e,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Turkic languages,,0,,0,,0,,750,,475,,275,
Language used most often at work,          Azerbaijani,,0,,0,,0,,30,,20,,0,
Language used most often at work,          Turkish,,0,,0,,0,,685,,435,,255,
Language used most often at work,          Uyghur,,0,,0,,0,,15,,15,,0,
Language used most often at work,          Uzbek,,0,,0,,0,,15,,10,,0,
Language used most often at work,          Turkic languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Uralic languages,,0,,0,,0,,595,,270,,325,
Language used most often at work,          Estonian,,0,,0,,0,,50,,15,,40,
Language used most often at work,          Finnish,,0,,0,,0,,105,,40,,65,
Language used most often at work,          Hungarian,,0,,0,,0,,435,,225,,215,
Language used most often at work,          Uralic languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Other languages; n.i.e.,,0,,0,,0,,80,,45,,35,
Language used most often at work,  Multiple responses,,65,,20,,55,,590270,,300115,,290155,
Language used most often at work,    English and French,,50,,15,,40,,412680,,211095,,201585,
Language used most often at work,    English and non-official language,,20,,0,,15,,154285,,77870,,76420,
Language used most often at work,    French and non-official language,,0,,0,,0,,7830,,3595,,4235,
Language used most often at work,    English; French and non-official language,,0,,0,,0,,15475,,7565,,7915,
Other language used regularly at work,Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1; 2015 - 25% sample data,179,1535,,760,,775,,19956250,,10342970,,9613290,
Other language used regularly at work,  None,,1250,,630,,620,,17456725,,9056235,,8400490,
Other language used regularly at work,  English,,45,,20,,25,,1259225,,661460,,597765,
Other language used regularly at work,  French,,205,,90,,115,,705780,,349035,,356745,
Other language used regularly at work,  Non-official language,,35,,20,,15,,496565,,257455,,239105,
Other language used regularly at work,    Aboriginal,,0,,0,,0,,37615,,17215,,20400,
Other language used regularly at work,    Non-Aboriginal,,35,,20,,15,,458945,,240245,,218710,
Other language used regularly at work,  English and French,,0,,0,,0,,2535,,1200,,1335,
Other language used regularly at work,  English and non-official language,,0,,0,,0,,18040,,8765,,9280,
Other language used regularly at work,  French and non-official language,,0,,0,,0,,17265,,8730,,8540,
Other language used regularly at work,  English; French and non-official language,,0,,0,,0,,115,,90,,30,
Mobility status - Place of residence 1 year ago,Total - Mobility status 1 year ago - 25% sample data,180,2370,,1180,,1195,,34091785,,16783745,,17308035,
Mobility status - Place of residence 1 year ago,  Non-movers,,1545,,775,,770,,29644795,,14593190,,15051605,
Mobility status - Place of residence 1 year ago,  Movers,,825,,405,,420,,4446990,,2190555,,2256435,
Mobility status - Place of residence 1 year ago,    Non-migrants,,685,,325,,360,,2623515,,1292750,,1330760,
Mobility status - Place of residence 1 year ago,    Migrants,,145,,75,,65,,1823475,,897805,,925670,
Mobility status - Place of residence 1 year ago,      Internal migrants,,120,,65,,60,,1451005,,713060,,737945,
Mobility status - Place of residence 1 year ago,        Intraprovincial migrants,,70,,35,,35,,1189525,,580895,,608630,
Mobility status - Place of residence 1 year ago,        Interprovincial migrants,,50,,30,,25,,261475,,132160,,129315,
Mobility status - Place of residence 1 year ago,      External migrants,,20,,15,,0,,372475,,184745,,187730,
Mobility status - Place of residence 5 years ago,Total - Mobility status 5 years ago - 25% sample data,181,2175,,1065,,1110,,32568560,,16004315,,16564245,
Mobility status - Place of residence 5 years ago,  Non-movers,,445,,200,,245,,20134760,,9902645,,10232115,
Mobility status - Place of residence 5 years ago,  Movers,,1730,,865,,865,,12433805,,6101675,,6332130,
Mobility status - Place of residence 5 years ago,    Non-migrants,,1425,,720,,700,,6755630,,3314730,,3440905,
Mobility status - Place of residence 5 years ago,    Migrants,,305,,145,,165,,5678175,,2786945,,2891230,
Mobility status - Place of residence 5 years ago,      Internal migrants,,245,,105,,140,,4296720,,2104325,,2192395,
Mobility status - Place of residence 5 years ago,        Intraprovincial migrants,,180,,80,,95,,3467670,,1689950,,1777720,
Mobility status - Place of residence 5 years ago,        Interprovincial migrants,,70,,25,,45,,829045,,414375,,414670,
Mobility status - Place of residence 5 years ago,      External migrants,,65,,40,,25,,1381460,,682625,,698835,
,,,,,,,,,,,,,,
Symbols:,,,,,,,,,,,,,,
...,not applicable,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,
1, 2016 and 2011 population,,,,,,,,,,,,,
,Statistics Canada is committed to protect the privacy of all Canadians and the confidentiality of the data they provide to us. As part of this commitment  some population counts of geographic areas are adjusted in order to ensure confidentiality.,,,,,,,,,,,,,
,The adjustment to counts of the total population for any dissemination block is controlled to ensure that the population counts for dissemination areas will always be within 5 of the actual values. The adjustment has no impact on the population counts of census divisions and large census subdivisions.,,,,,,,,,,,,,
2, Total private dwellings,,,,,,,,,,,,,
,'Private dwelling' refers to a separate set of living quarters with a private entrance either from outside the building or from a common hall  lobby  vestibule or stairway inside the building. The entrance to the dwelling must be one that can be used without passing through the living quarters of some other person or group of persons.,,,,,,,,,,,,,
,For more information  refer to the Census Dictionary: Private dwelling.,,,,,,,,,,,,,
3, Private dwellings occupied by usual residents,,,,,,,,,,,,,
,'Private dwelling occupied by usual residents' refers to a private dwelling in which a person or a group of persons is permanently residing. Also included are private dwellings whose usual residents are temporarily absent on May 10  2016.,,,,,,,,,,,,,
4, Total - Age groups and average age of the population - 100% data,,,,,,,,,,,,,
,For data on the population by single years of age  refer to the table titled 'Age (in single years) and average age' in the census data tables.,,,,,,,,,,,,,
5, Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,,,,,,,,
,'Structural type' refers to the structural characteristics and/or dwelling configuration  that is  whether the dwelling is a single-detached house  an apartment in a high-rise building  a row house  a mobile home  etc.,,,,,,,,,,,,,
6, Other attached dwelling,,,,,,,,,,,,,
,The category 'Other attached-dwelling' is a subtotal of the following categories: semi-detached house  row house  apartment or flat in a duplex  apartment in a building that has fewer than five storeys and other single-attached house.,,,,,,,,,,,,,
7, Movable dwelling,,,,,,,,,,,,,
,The category 'Movable dwelling' includes mobile homes and other movable dwellings such as houseboats  recreational vehicles and railroad cars.,,,,,,,,,,,,,
8, Total - Private households by household size - 100% data,,,,,,,,,,,,,
,Household size refers to the number of persons in a private household.,,,,,,,,,,,,,
9, Total - Population aged 15 years and over by marital status - 100% data,,,,,,,,,,,,,
,For more information  refer to the Census Dictionary: Marital status.,,,,,,,,,,,,,
10, Total - Census families in private households by family size - 100% data,,,,,,,,,,,,,
,Census family is defined as a married couple (with or without children of either and/or both spouses)  a common-law couple (with or without children of either and/or both partners) or a lone parent of any marital status  with at least one child living in the same dwelling. For more information  refer to the Census Dictionary: Census family structure.,,,,,,,,,,,,,
11, Total number of census families in private households - 100% data,,,,,,,,,,,,,
,'Census family structure' refers to the combination of relatives that comprise a census family. Classification on this variable considers the presence or absence of: married spouses or common-law partners and children.,,,,,,,,,,,,,
