Topic,Characteristics,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
Language used most often at work,            Tahltan languages,,0,,0,,0,,10,,10,,10,
Language used most often at work,              Kaska (Nahani),,0,,0,,0,,10,,0,,0,
Language used most often at work,              Tahltan,,0,,0,,0,,0,,0,,0,
Language used most often at work,            Tutchone languages,,0,,0,,0,,0,,0,,10,
Language used most often at work,              Northern Tutchone,,0,,0,,0,,0,,0,,0,
Language used most often at work,              Southern Tutchone,,0,,0,,0,,0,,0,,10,
Language used most often at work,          Athabaskan languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Haida,,0,,0,,0,,10,,0,,10,
Language used most often at work,        Inuit languages,,0,,0,,0,,8845,,4255,,4595,
Language used most often at work,          Inuinnaqtun (Inuvialuktun),,0,,0,,0,,35,,10,,25,
Language used most often at work,          Inuktitut,,0,,0,,0,,8800,,4240,,4555,
Language used most often at work,          Inuit languages; n.i.e.,,0,,0,,0,,15,,10,,10,
Language used most often at work,        Iroquoian languages,,0,,0,,0,,35,,10,,30,
Language used most often at work,          Cayuga,,0,,0,,0,,10,,0,,0,
Language used most often at work,          Mohawk,,0,,0,,0,,35,,10,,25,
Language used most often at work,          Oneida,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Iroquoian languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Kutenai,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Michif,,0,,0,,0,,10,,0,,0,
Language used most often at work,        Salish languages,,0,,0,,0,,110,,25,,85,
Language used most often at work,          Comox,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Halkomelem,,0,,0,,0,,15,,10,,10,
Language used most often at work,          Lillooet,,0,,0,,0,,15,,10,,10,
Language used most often at work,          Okanagan,,0,,0,,0,,20,,10,,20,
Language used most often at work,          Shuswap (Secwepemctsin),,0,,0,,0,,35,,0,,30,
Language used most often at work,          Squamish,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Straits,,0,,0,,0,,15,,0,,15,
Language used most often at work,          Thompson (Ntlakapamux),,0,,0,,0,,0,,0,,10,
Language used most often at work,          Salish languages; n.i.e.,,0,,0,,0,,10,,0,,0,
Language used most often at work,        Siouan languages,,0,,0,,0,,260,,155,,105,
Language used most often at work,          Dakota,,0,,0,,0,,20,,10,,10,
Language used most often at work,          Stoney,,0,,0,,0,,240,,145,,95,
Language used most often at work,          Siouan languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Tlingit,,0,,0,,0,,10,,10,,10,
Language used most often at work,        Tsimshian languages,,0,,0,,0,,25,,0,,20,
Language used most often at work,          Gitxsan (Gitksan),,0,,0,,0,,10,,10,,10,
Language used most often at work,          Nisga'a,,0,,0,,0,,10,,10,,0,
Language used most often at work,          Tsimshian,,0,,0,,0,,0,,0,,10,
Language used most often at work,        Wakashan languages,,0,,0,,0,,35,,15,,20,
Language used most often at work,          Haisla,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Heiltsuk,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Kwakiutl (Kwak'wala),,0,,0,,0,,15,,10,,10,
Language used most often at work,          Nuu-chah-nulth (Nootka),,0,,0,,0,,10,,10,,10,
Language used most often at work,          Wakashan languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Aboriginal languages; n.o.s.,,0,,0,,0,,30,,15,,15,
Language used most often at work,      Non-Aboriginal languages,,150,,95,,60,,250485,,132990,,117490,
Language used most often at work,        Afro-Asiatic languages,,0,,0,,0,,7380,,4530,,2850,
Language used most often at work,          Berber languages,,0,,0,,0,,35,,10,,30,
Language used most often at work,            Kabyle,,0,,0,,0,,20,,0,,20,
Language used most often at work,            Berber languages; n.i.e.,,0,,0,,0,,15,,10,,15,
Language used most often at work,          Cushitic languages,,0,,0,,0,,275,,105,,170,
Language used most often at work,            Bilen,,0,,0,,0,,10,,10,,10,
Language used most often at work,            Oromo,,0,,0,,0,,45,,25,,20,
Language used most often at work,            Somali,,0,,0,,0,,220,,80,,145,
Language used most often at work,            Cushitic languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Semitic languages,,0,,0,,0,,7065,,4420,,2650,
Language used most often at work,            Amharic,,0,,0,,0,,200,,95,,100,
Language used most often at work,            Arabic,,0,,0,,0,,5585,,3695,,1890,
Language used most often at work,            Assyrian Neo-Aramaic,,0,,0,,0,,205,,155,,55,
Language used most often at work,            Chaldean Neo-Aramaic,,0,,0,,0,,30,,20,,15,
Language used most often at work,            Harari,,0,,0,,0,,0,,0,,0,
Language used most often at work,            Hebrew,,0,,0,,0,,825,,335,,490,
Language used most often at work,            Maltese,,0,,0,,0,,25,,15,,10,
Language used most often at work,            Tigrigna,,0,,0,,0,,135,,70,,60,
Language used most often at work,            Semitic languages; n.i.e.,,0,,0,,0,,65,,35,,30,
Language used most often at work,          Afro-Asiatic languages; n.i.e.,,0,,0,,0,,10,,0,,10,
Language used most often at work,        Austro-Asiatic languages,,0,,0,,0,,8550,,3790,,4760,
Language used most often at work,          Khmer (Cambodian),,0,,0,,0,,475,,230,,245,
Language used most often at work,          Vietnamese,,0,,0,,0,,8070,,3560,,4510,
Language used most often at work,          Austro-Asiatic languages; n.i.e,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Austronesian languages,,0,,0,,0,,3850,,1750,,2095,
Language used most often at work,          Bikol,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Cebuano,,0,,0,,0,,75,,20,,55,
Language used most often at work,          Fijian,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Hiligaynon,,0,,0,,0,,25,,0,,15,
Language used most often at work,          Ilocano,,0,,0,,0,,110,,50,,60,
Language used most often at work,          Malagasy,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Malay,,0,,0,,0,,140,,75,,65,
Language used most often at work,          Pampangan (Kapampangan; Pampango),,0,,0,,0,,10,,0,,10,
Language used most often at work,          Pangasinan,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Tagalog (Pilipino; Filipino),,0,,0,,0,,3450,,1580,,1875,
Language used most often at work,          Waray-Waray,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Austronesian languages; n.i.e.,,0,,0,,0,,40,,25,,15,
Language used most often at work,        Creole languages,,0,,0,,0,,350,,125,,225,
Language used most often at work,          Haitian Creole,,0,,0,,0,,25,,10,,15,
Language used most often at work,          Creole; n.o.s.,,0,,0,,0,,315,,110,,200,
Language used most often at work,          Creole languages; n.i.e.,,0,,0,,0,,15,,0,,10,
Language used most often at work,        Dravidian languages,,0,,0,,0,,2225,,1060,,1165,
Language used most often at work,          Kannada,,0,,0,,0,,0,,0,,0,
Language used most often at work,          Malayalam,,0,,0,,0,,90,,50,,45,
Language used most often at work,          Tamil,,0,,0,,0,,2090,,1005,,1080,
Language used most often at work,          Telugu,,0,,0,,0,,45,,10,,35,
Language used most often at work,          Dravidian languages; n.i.e.,,0,,0,,0,,0,,0,,0,
Language used most often at work,        Hmong-Mien languages,,0,,0,,0,,10,,10,,0,
Language used most often at work,        Indo-European languages,,70,,55,,20,,85550,,47305,,38245,
Language used most often at work,          Albanian,,0,,0,,0,,350,,220,,125,
Language used most often at work,          Armenian,,0,,0,,0,,450,,220,,230,
Language used most often at work,          Balto-Slavic languages,,0,,10,,0,,10075,,4745,,5330,
Language used most often at work,            Baltic languages,,0,,0,,0,,95,,35,,60,
Language used most often at work,              Latvian,,0,,0,,0,,40,,10,,25,
Language used most often at work,              Lithuanian,,0,,0,,0,,60,,25,,30,
Language used most often at work,            Slavic languages,,10,,10,,0,,9980,,4710,,5270,
Language used most often at work,              Belarusan,,0,,0,,0,,0,,0,,0,
Language used most often at work,              Bosnian,,0,,0,,0,,155,,90,,65,
Language used most often at work,              Bulgarian,,0,,0,,0,,205,,110,,90,
Language used most often at work,              Croatian,,0,,0,,0,,220,,130,,95,
Language used most often at work,              Czech,,0,,0,,0,,70,,40,,30,
Language used most often at work,              Macedonian,,0,,0,,0,,95,,45,,55,
Language used most often at work,              Polish,,0,,0,,0,,2500,,1265,,1235,
Language used most often at work,              Russian,,10,,0,,0,,4850,,2135,,2720,
Language used most often at work,              Serbian,,0,,0,,0,,530,,320,,210,
Language used most often at work,              Serbo-Croatian,,0,,0,,0,,30,,25,,0,
Language used most often at work,              Slovak,,0,,0,,0,,100,,60,,40,
Language used most often at work,              Slovene (Slovenian),,0,,0,,0,,15,,0,,10,
Language used most often at work,              Ukrainian,,0,,0,,0,,1210,,485,,725,
Language used most often at work,              Slavic languages; n.i.e.,,0,,0,,0,,10,,10,,0,
Language used most often at work,          Celtic languages,,0,,0,,0,,25,,20,,10,
Language used most often at work,            Scottish Gaelic,,0,,0,,0,,15,,15,,0,
Language used most often at work,            Welsh,,0,,0,,0,,0,,0,,0,
Language used most often at work,            Celtic languages; n.i.e.,,0,,0,,0,,10,,10,,10,
Language used most often at work,          Germanic languages,,0,,0,,0,,13285,,7455,,5835,
Language used most often at work,            Afrikaans,,0,,0,,0,,85,,40,,40,
